ModelID,OncotreeLineage,mbd4_status,DRUG_NAME,rnf_low_parp_high_expr_proxy,rnf_low_parp_high_proxy,z,auc,n
ACH-000376,CNS/Brain,WT_no_MBD4_record,Olaparib,False,False,-0.437309,0.932734,1
ACH-000311,Lung,WT_no_MBD4_record,Olaparib,False,False,-0.436909,0.959551,1
ACH-000694,Esophagus/Stomach,WT_no_MBD4_record,Olaparib,False,False,-0.436404,0.948492,1
ACH-000188,Head and Neck,WT_no_MBD4_record,Olaparib,False,False,-0.434497,0.952771,1
ACH-000670,Lung,WT_no_MBD4_record,Olaparib,False,False,-0.424806,0.963072,1
ACH-000348,Skin,WT_no_MBD4_record,Olaparib,False,False,-0.408027,0.955668,1
ACH-000399,Lung,WT_no_MBD4_record,Olaparib,False,False,-0.403401,0.933289,1
ACH-000104,Lymphoid,WT_no_MBD4_record,Olaparib,False,False,-0.402683,0.967766,1
ACH-000001,Ovary/Fallopian Tube,WT_no_MBD4_record,Olaparib,False,False,-0.402137,0.94653,1
ACH-000852,Lung,WT_no_MBD4_record,Olaparib,False,False,-0.401535,0.973628,1
ACH-000508,Lung,WT_no_MBD4_record,Olaparib,False,False,-0.40105,0.944305,1
ACH-000530,Lung,WT_no_MBD4_record,Olaparib,False,False,-0.396181,0.942371,1
ACH-000050,Lymphoid,WT_no_MBD4_record,Olaparib,False,False,-0.38417,0.968267,1
ACH-000204,Lymphoid,WT_no_MBD4_record,Olaparib,False,False,-0.381591,0.951278,1
ACH-000935,Bowel,WT_no_MBD4_record,Olaparib,False,False,-0.380517,0.948558,1
ACH-000219,Skin,WT_no_MBD4_record,Olaparib,False,False,-0.374053,0.944536,1
ACH-000411,Kidney,WT_no_MBD4_record,Olaparib,False,False,-0.3672,0.936512,1
ACH-000440,Lymphoid,WT_no_MBD4_record,Olaparib,True,False,-0.366882,0.948388,1
ACH-000132,Ovary/Fallopian Tube,WT_no_MBD4_record,Olaparib,False,False,-0.365252,0.933949,1
ACH-001489,Lung,WT_no_MBD4_record,Olaparib,False,False,-0.363885,0.953645,1
ACH-000802,Bladder/Urinary Tract,WT_no_MBD4_record,Olaparib,False,False,-0.362908,0.955759,1
ACH-000790,Lung,WT_no_MBD4_record,Olaparib,False,False,-0.350251,0.965411,1
ACH-000355,Lung,WT_no_MBD4_record,Olaparib,False,False,-0.3448,0.969142,1
ACH-000551,Myeloid,WT_no_MBD4_record,Olaparib,False,False,-0.338715,0.958511,1
ACH-000336,Myeloid,WT_no_MBD4_record,Olaparib,False,False,-0.318866,0.965251,1
ACH-000007,Bowel,WT_no_MBD4_record,Olaparib,False,True,-0.31857,0.93974,1
ACH-000713,Ovary/Fallopian Tube,WT_no_MBD4_record,Olaparib,False,False,-0.318541,0.938256,1
ACH-000905,Bladder/Urinary Tract,WT_no_MBD4_record,Olaparib,False,False,-0.300811,0.940289,1
ACH-000937,Lymphoid,WT_no_MBD4_record,Olaparib,False,False,-0.2997,0.968964,1
ACH-000323,CNS/Brain,WT_no_MBD4_record,Olaparib,False,False,-0.287888,0.951917,1
ACH-000966,Ovary/Fallopian Tube,WT_no_MBD4_record,Olaparib,False,False,-0.285952,0.923808,1
ACH-000880,Esophagus/Stomach,WT_no_MBD4_record,Olaparib,False,False,-0.277919,0.955353,1
ACH-000174,Thyroid,WT_no_MBD4_record,Olaparib,False,False,-0.272164,0.948874,1
ACH-000754,Lymphoid,WT_no_MBD4_record,Olaparib,True,False,-0.261693,0.977087,1
ACH-000827,Skin,WT_no_MBD4_record,Olaparib,False,False,-0.259443,0.943087,1
ACH-000667,Lung,WT_no_MBD4_record,Olaparib,False,False,-0.244249,0.947952,1
ACH-001333,Cervix,WT_no_MBD4_record,Olaparib,False,False,-0.226612,0.952948,1
ACH-000439,Myeloid,WT_no_MBD4_record,Olaparib,False,False,-0.225584,0.969343,1
ACH-000169,Soft Tissue,WT_no_MBD4_record,Olaparib,False,False,-0.215707,0.941054,1
ACH-000830,Lung,WT_no_MBD4_record,Olaparib,False,True,-0.214179,0.962098,1
ACH-000662,Lung,WT_no_MBD4_record,Olaparib,False,False,-0.209027,0.934769,1
ACH-000040,CNS/Brain,WT_no_MBD4_record,Olaparib,False,False,-0.207781,0.921423,1
ACH-000456,Thyroid,WT_no_MBD4_record,Olaparib,False,False,-0.202117,0.939163,1
ACH-000620,Liver,WT_no_MBD4_record,Olaparib,False,False,-0.194259,0.939045,1
ACH-000649,Kidney,WT_no_MBD4_record,Olaparib,False,False,-0.191039,0.948346,1
ACH-000572,Skin,WT_no_MBD4_record,Olaparib,False,False,-0.187286,0.953471,1
ACH-001715,Bone,WT_no_MBD4_record,Olaparib,False,False,-0.184185,0.940551,1
ACH-000024,Lymphoid,WT_no_MBD4_record,Olaparib,False,False,-0.183672,0.984313,1
ACH-000917,Esophagus/Stomach,WT_no_MBD4_record,Olaparib,False,False,-0.183013,0.969259,1
ACH-000939,Uterus,WT_no_MBD4_record,Olaparib,False,False,-0.182591,0.961953,1
ACH-000048,Ovary/Fallopian Tube,WT_no_MBD4_record,Olaparib,False,False,-0.170802,0.96675,1
ACH-000358,Lung,WT_no_MBD4_record,Olaparib,False,True,-0.166008,0.952706,1
ACH-000265,Pancreas,WT_no_MBD4_record,Olaparib,False,False,-0.161516,0.970822,1
ACH-000859,Breast,WT_no_MBD4_record,Olaparib,False,False,-0.160947,0.965489,1
ACH-000698,Lung,WT_no_MBD4_record,Olaparib,False,False,-0.156389,0.952804,1
ACH-001334,Cervix,WT_no_MBD4_record,Olaparib,False,False,-0.156207,0.968354,1
ACH-000116,Ovary/Fallopian Tube,WT_no_MBD4_record,Olaparib,False,False,-0.155824,0.949361,1
ACH-000688,Ovary/Fallopian Tube,WT_no_MBD4_record,Olaparib,False,False,-0.151865,0.955517,1
ACH-001680,Lymphoid,WT_no_MBD4_record,Olaparib,True,False,-0.134144,0.976787,1
ACH-000596,Lung,WT_no_MBD4_record,Olaparib,False,False,-0.125972,0.963539,1
ACH-000681,Lung,WT_no_MBD4_record,Olaparib,False,False,-0.125484,0.940972,1
ACH-000882,Skin,WT_no_MBD4_record,Olaparib,False,False,-0.12478,0.965824,1
ACH-000146,Myeloid,WT_no_MBD4_record,Olaparib,False,False,-0.123242,0.968927,1
ACH-000207,Head and Neck,WT_no_MBD4_record,Olaparib,False,False,-0.115361,0.962247,1
ACH-000644,Skin,WT_no_MBD4_record,Olaparib,False,False,-0.106423,0.900234,1
ACH-000469,CNS/Brain,WT_no_MBD4_record,Olaparib,False,False,-0.104427,0.946398,1
ACH-000015,Lung,WT_no_MBD4_record,Olaparib,False,False,-0.100803,0.966805,1
ACH-000516,Bone,WT_no_MBD4_record,Olaparib,False,False,-0.098682,0.953348,1
ACH-000756,CNS/Brain,WT_no_MBD4_record,Olaparib,False,False,-0.089543,0.973576,1
ACH-001307,Thyroid,WT_no_MBD4_record,Olaparib,False,False,-0.085149,0.93451,1
ACH-000655,CNS/Brain,WT_no_MBD4_record,Olaparib,False,False,-0.08105,0.944701,1
ACH-000012,Lung,WT_no_MBD4_record,Olaparib,False,False,-0.078304,0.918123,1
ACH-000554,Breast,WT_no_MBD4_record,Olaparib,False,False,-0.07822,0.955136,1
ACH-000783,Breast,WT_no_MBD4_record,Olaparib,False,False,-0.062681,0.96572,1
ACH-000437,CNS/Brain,WT_no_MBD4_record,Olaparib,False,False,-0.060114,0.929697,1
ACH-000668,Breast,WT_no_MBD4_record,Olaparib,False,True,-0.055234,0.968019,1
ACH-000416,Lung,WT_no_MBD4_record,Olaparib,False,False,-0.052692,0.960588,1
ACH-000879,Uterus,WT_no_MBD4_record,Olaparib,False,False,-0.051358,0.965323,1
ACH-000858,Lung,WT_no_MBD4_record,Olaparib,False,False,-0.029692,0.955723,1
ACH-000429,Kidney,WT_no_MBD4_record,Olaparib,False,False,-0.029249,0.952892,1
ACH-000955,Bowel,WT_no_MBD4_record,Olaparib,False,False,-0.025399,0.949441,1
ACH-000781,Lung,WT_no_MBD4_record,Olaparib,False,False,-0.007964,0.935873,1
ACH-001442,Skin,WT_no_MBD4_record,Olaparib,False,False,-0.007829,0.948652,1
ACH-000359,Bone,WT_no_MBD4_record,Olaparib,False,False,0.009668,0.953299,1
ACH-000628,Lung,WT_no_MBD4_record,Olaparib,False,False,0.015741,0.945595,1
ACH-000481,Lung,WT_no_MBD4_record,Olaparib,True,False,0.027912,0.960281,1
ACH-000616,Esophagus/Stomach,WT_no_MBD4_record,Olaparib,False,False,0.029824,0.931759,1
ACH-000098,CNS/Brain,WT_no_MBD4_record,Olaparib,False,False,0.031704,0.95466,1
ACH-000843,Lung,WT_no_MBD4_record,Olaparib,False,False,0.032446,0.960064,1
ACH-000633,Esophagus/Stomach,WT_no_MBD4_record,Olaparib,False,True,0.043105,0.935182,1
ACH-001543,Head and Neck,WT_no_MBD4_record,Olaparib,False,False,0.049453,0.973054,1
ACH-000947,Ovary/Fallopian Tube,WT_no_MBD4_record,Olaparib,False,False,0.050148,0.951871,1
ACH-001344,Peripheral Nervous System,WT_no_MBD4_record,Olaparib,False,False,0.05239,0.933812,1
ACH-000643,Breast,WT_no_MBD4_record,Olaparib,False,False,0.05293,0.953095,1
ACH-000148,Breast,WT_no_MBD4_record,Olaparib,False,False,0.056597,0.951263,1
ACH-000030,Lung,WT_no_MBD4_record,Olaparib,False,True,0.0589,0.954517,1
ACH-000855,Esophagus/Stomach,WT_no_MBD4_record,Olaparib,False,False,0.065568,0.959038,1
ACH-000747,Lung,WT_no_MBD4_record,Olaparib,False,False,0.067418,0.964083,1
ACH-000878,Lung,WT_no_MBD4_record,Olaparib,False,False,0.074648,0.956442,1
ACH-000046,Kidney,WT_no_MBD4_record,Olaparib,False,False,0.079101,0.93594,1
ACH-000054,Soft Tissue,WT_no_MBD4_record,Olaparib,False,False,0.079248,0.945766,1
ACH-000191,Thyroid,WT_no_MBD4_record,Olaparib,False,False,0.084635,0.963874,1
ACH-000958,Bowel,WT_no_MBD4_record,Olaparib,False,False,0.084914,0.947264,1
ACH-000621,Breast,WT_no_MBD4_record,Olaparib,False,False,0.086285,0.963966,1
ACH-000496,Lung,WT_no_MBD4_record,Olaparib,False,False,0.087211,0.975118,1
ACH-000221,Liver,WT_no_MBD4_record,Olaparib,False,False,0.089376,0.957948,1
ACH-000940,Uterus,WT_no_MBD4_record,Olaparib,False,False,0.097361,0.971146,1
ACH-000504,CNS/Brain,WT_no_MBD4_record,Olaparib,False,False,0.097526,0.94391,1
ACH-000934,Breast,WT_no_MBD4_record,Olaparib,False,False,0.098336,0.971645,1
ACH-000264,Lung,WT_no_MBD4_record,Olaparib,False,False,0.100984,0.933527,1
ACH-000480,Liver,WT_no_MBD4_record,Olaparib,False,False,0.101623,0.951609,1
ACH-000793,Esophagus/Stomach,WT_no_MBD4_record,Olaparib,False,False,0.106422,0.917239,1
ACH-000008,Skin,WT_no_MBD4_record,Olaparib,False,False,0.109186,0.951487,1
ACH-000919,Esophagus/Stomach,WT_no_MBD4_record,Olaparib,False,False,0.111364,0.963552,1
ACH-000144,Esophagus/Stomach,WT_no_MBD4_record,Olaparib,False,False,0.112418,0.962109,1
ACH-000145,Soft Tissue,WT_no_MBD4_record,Olaparib,False,False,0.11734,0.961253,2
ACH-000768,Breast,WT_no_MBD4_record,Olaparib,False,False,0.12494,0.966757,1
ACH-000153,Pleura,WT_no_MBD4_record,Olaparib,False,False,0.129096,0.947411,1
ACH-000232,CNS/Brain,WT_no_MBD4_record,Olaparib,False,False,0.131736,0.956452,1
ACH-000869,Lung,WT_no_MBD4_record,Olaparib,False,False,0.141825,0.931032,1
ACH-000023,Pancreas,WT_no_MBD4_record,Olaparib,False,False,0.142496,0.965165,1
ACH-000536,Breast,WT_no_MBD4_record,Olaparib,False,False,0.144969,0.981408,1
ACH-000974,Uterus,WT_no_MBD4_record,Olaparib,False,False,0.153621,0.974627,1
ACH-000341,Peripheral Nervous System,WT_no_MBD4_record,Olaparib,False,False,0.155921,0.961881,1
ACH-000452,Esophagus/Stomach,WT_no_MBD4_record,Olaparib,False,False,0.168015,0.946911,1
ACH-000320,Pancreas,WT_no_MBD4_record,Olaparib,False,False,0.169297,0.950125,1
ACH-000228,Head and Neck,WT_no_MBD4_record,Olaparib,False,False,0.176457,0.983697,1
ACH-000292,Lung,WT_no_MBD4_record,Olaparib,False,False,0.17688,0.961629,1
ACH-000111,Breast,WT_no_MBD4_record,Olaparib,False,False,0.179077,0.975938,1
ACH-000248,Breast,WT_no_MBD4_record,Olaparib,False,False,0.179425,0.973689,1
ACH-000693,Esophagus/Stomach,WT_no_MBD4_record,Olaparib,False,False,0.183748,0.982063,1
ACH-001336,Cervix,WT_no_MBD4_record,Olaparib,False,False,0.187883,0.963029,1
ACH-000914,Lymphoid,WT_no_MBD4_record,Olaparib,True,False,0.189843,0.953407,1
ACH-000361,Liver,WT_no_MBD4_record,Olaparib,False,False,0.191984,0.969616,1
ACH-000748,Bone,WT_no_MBD4_record,Olaparib,False,False,0.193316,0.953818,1
ACH-000968,Skin,WT_no_MBD4_record,Olaparib,False,False,0.196328,0.966363,1
ACH-001711,CNS/Brain,WT_no_MBD4_record,Olaparib,False,False,0.201882,0.974081,1
ACH-000401,Skin,WT_no_MBD4_record,Olaparib,False,False,0.202652,0.966591,1
ACH-000720,Bladder/Urinary Tract,WT_no_MBD4_record,Olaparib,False,False,0.203381,0.951545,1
ACH-000476,Liver,WT_no_MBD4_record,Olaparib,False,False,0.204017,0.948631,1
ACH-000364,Bone,WT_no_MBD4_record,Olaparib,False,False,0.207901,0.968893,1
ACH-000092,Pleura,WT_no_MBD4_record,Olaparib,False,False,0.212314,0.934292,1
ACH-000183,Lymphoid,WT_no_MBD4_record,Olaparib,False,False,0.213308,0.994498,1
ACH-000841,Lung,WT_no_MBD4_record,Olaparib,False,False,0.22341,0.943975,1
ACH-000969,Bowel,WT_no_MBD4_record,Olaparib,False,False,0.224086,0.962799,1
ACH-000091,Ovary/Fallopian Tube,WT_no_MBD4_record,Olaparib,False,False,0.226139,0.957661,1
ACH-000664,Lymphoid,WT_no_MBD4_record,Olaparib,False,False,0.22796,0.980784,1
ACH-001400,Vulva/Vagina,WT_no_MBD4_record,Olaparib,False,False,0.231232,0.977595,1
ACH-000322,Skin,WT_no_MBD4_record,Olaparib,False,False,0.232952,0.970953,1
ACH-000714,Lymphoid,WT_no_MBD4_record,Olaparib,False,False,0.234488,0.981211,1
ACH-000711,Breast,WT_no_MBD4_record,Olaparib,False,False,0.237352,0.97367,1
ACH-000861,Lung,WT_no_MBD4_record,Olaparib,False,False,0.240579,0.942445,1
ACH-001401,Adrenal Gland,WT_no_MBD4_record,Olaparib,False,False,0.257686,0.976981,1
ACH-000473,Bladder/Urinary Tract,WT_no_MBD4_record,Olaparib,False,False,0.259122,0.970012,1
ACH-000948,Esophagus/Stomach,WT_no_MBD4_record,Olaparib,False,False,0.259184,0.970345,1
ACH-000838,Lymphoid,WT_no_MBD4_record,Olaparib,False,False,0.259388,0.990344,1
ACH-000587,Lung,WT_no_MBD4_record,Olaparib,False,False,0.268405,0.954466,1
ACH-000752,Lung,WT_no_MBD4_record,Olaparib,False,True,0.272537,0.973262,1
ACH-000075,CNS/Brain,WT_no_MBD4_record,Olaparib,False,False,0.27309,0.958158,1
ACH-000585,Lung,WT_no_MBD4_record,Olaparib,False,False,0.277054,0.960047,1
ACH-001641,Head and Neck,WT_no_MBD4_record,Olaparib,True,False,0.282238,0.951439,1
ACH-000349,Breast,WT_no_MBD4_record,Olaparib,False,False,0.286633,0.978094,1
ACH-000139,Pancreas,WT_no_MBD4_record,Olaparib,False,False,0.2875,0.961394,1
ACH-000343,Lung,WT_no_MBD4_record,Olaparib,False,False,0.288582,0.971628,1
ACH-000196,Breast,WT_no_MBD4_record,Olaparib,False,True,0.294072,0.952577,1
ACH-000857,Breast,WT_no_MBD4_record,Olaparib,False,False,0.299865,0.966725,1
ACH-000082,Bone,WT_no_MBD4_record,Olaparib,False,False,0.30243,0.947028,1
ACH-000903,Thyroid,WT_no_MBD4_record,Olaparib,False,False,0.307655,0.965845,1
ACH-000147,Breast,WT_no_MBD4_record,Olaparib,False,True,0.309435,0.968032,1
ACH-000201,Kidney,WT_no_MBD4_record,Olaparib,False,False,0.311929,0.949085,1
ACH-000778,Head and Neck,WT_no_MBD4_record,Olaparib,False,False,0.318746,0.97527,1
ACH-000304,Skin,WT_no_MBD4_record,Olaparib,False,False,0.321736,0.947293,1
ACH-001704,Skin,WT_no_MBD4_record,Olaparib,False,False,0.322986,0.951341,1
ACH-000521,Lung,WT_no_MBD4_record,Olaparib,False,False,0.331901,0.950235,1
ACH-000277,Breast,WT_no_MBD4_record,Olaparib,False,False,0.338485,0.979057,1
ACH-000691,Breast,WT_no_MBD4_record,Olaparib,False,True,0.338982,0.987304,1
ACH-001702,Soft Tissue,WT_no_MBD4_record,Olaparib,False,False,0.340645,0.950382,1
ACH-000547,Bladder/Urinary Tract,WT_no_MBD4_record,Olaparib,False,False,0.353383,0.954378,1
ACH-002283,Peripheral Nervous System,WT_no_MBD4_record,Olaparib,False,False,0.356815,0.962687,1
ACH-000684,Kidney,WT_no_MBD4_record,Olaparib,False,False,0.357101,0.959771,1
ACH-001398,Kidney,WT_no_MBD4_record,Olaparib,False,False,0.360471,0.959086,1
ACH-000740,Head and Neck,WT_no_MBD4_record,Olaparib,False,False,0.363589,0.982383,1
ACH-001306,Thyroid,WT_no_MBD4_record,Olaparib,False,False,0.364938,0.940377,1
ACH-000950,Bowel,WT_no_MBD4_record,Olaparib,False,False,0.366443,0.950463,1
ACH-000943,Bowel,WT_no_MBD4_record,Olaparib,False,False,0.369587,0.979322,1
ACH-000957,Bowel,WT_no_MBD4_record,Olaparib,False,False,0.369867,0.955774,1
ACH-000488,Esophagus/Stomach,WT_no_MBD4_record,Olaparib,False,False,0.370934,0.9836,1
ACH-000293,Uterus,WT_no_MBD4_record,Olaparib,False,True,0.3775,0.92375,1
ACH-000447,Lung,WT_no_MBD4_record,Olaparib,False,True,0.378206,0.93739,1
ACH-000155,Pancreas,WT_no_MBD4_record,Olaparib,False,False,0.391664,0.960645,1
ACH-000976,Biliary Tract,WT_no_MBD4_record,Olaparib,False,False,0.394394,0.949536,1
ACH-000911,Esophagus/Stomach,WT_no_MBD4_record,Olaparib,False,False,0.394536,0.959053,1
ACH-000665,Lung,WT_no_MBD4_record,Olaparib,False,False,0.398288,0.96361,1
ACH-000515,Lung,WT_no_MBD4_record,Olaparib,False,False,0.41397,0.982372,1
ACH-000421,Bowel,WT_no_MBD4_record,Olaparib,False,False,0.416812,0.962219,1
ACH-000527,Ovary/Fallopian Tube,WT_no_MBD4_record,Olaparib,False,False,0.417591,0.959646,1
ACH-000319,Pleura,WT_no_MBD4_record,Olaparib,False,False,0.419398,0.966707,1
ACH-000846,Head and Neck,WT_no_MBD4_record,Olaparib,False,False,0.420116,0.977011,1
ACH-000260,Peripheral Nervous System,WT_no_MBD4_record,Olaparib,False,False,0.424862,0.959271,1
ACH-000579,Skin,WT_no_MBD4_record,Olaparib,False,False,0.425393,0.953301,1
ACH-000805,Skin,WT_no_MBD4_record,Olaparib,False,False,0.43522,0.958209,1
ACH-000535,Pancreas,WT_no_MBD4_record,Olaparib,False,False,0.450751,0.961322,1
ACH-000117,Breast,WT_no_MBD4_record,Olaparib,False,False,0.451345,0.968427,1
ACH-000601,Pancreas,WT_no_MBD4_record,Olaparib,False,False,0.455624,0.974567,1
ACH-001350,Thyroid,WT_no_MBD4_record,Olaparib,False,False,0.455944,0.962771,1
ACH-000997,Bowel,WT_no_MBD4_record,Olaparib,False,False,0.458966,0.975161,1
ACH-000910,Breast,WT_no_MBD4_record,Olaparib,True,False,0.463537,0.972396,1
ACH-000244,CNS/Brain,WT_no_MBD4_record,Olaparib,False,False,0.464243,0.951884,1
ACH-000410,Bone,WT_no_MBD4_record,Olaparib,False,False,0.464273,0.97283,1
ACH-000835,Soft Tissue,WT_no_MBD4_record,Olaparib,False,False,0.468045,0.964223,1
ACH-000704,Ovary/Fallopian Tube,WT_no_MBD4_record,Olaparib,False,False,0.470784,0.961212,1
ACH-000924,Lung,WT_no_MBD4_record,Olaparib,False,False,0.47507,0.976867,1
ACH-000478,Liver,WT_no_MBD4_record,Olaparib,False,False,0.478156,0.950473,1
ACH-000679,Esophagus/Stomach,WT_no_MBD4_record,Olaparib,False,False,0.486936,0.959731,1
ACH-000528,Lung,WT_no_MBD4_record,Olaparib,False,False,0.487529,0.963683,1
ACH-000651,Bowel,WT_no_MBD4_record,Olaparib,False,False,0.489331,0.953953,1
ACH-000738,CNS/Brain,WT_no_MBD4_record,Olaparib,False,False,0.503922,0.949201,1
ACH-000457,Kidney,WT_no_MBD4_record,Olaparib,False,False,0.506354,0.953815,1
ACH-000363,Lymphoid,WT_no_MBD4_record,Olaparib,False,False,0.516437,0.97356,1
ACH-000595,CNS/Brain,WT_no_MBD4_record,Olaparib,False,False,0.518335,0.967622,1
ACH-000383,Esophagus/Stomach,WT_no_MBD4_record,Olaparib,False,False,0.521331,0.954899,1
ACH-000814,Skin,WT_no_MBD4_record,Olaparib,False,False,0.521399,0.962617,1
ACH-000243,Pancreas,WT_no_MBD4_record,Olaparib,False,False,0.529571,0.973343,1
ACH-002170,Lung,WT_no_MBD4_record,Olaparib,False,False,0.536879,0.989412,1
ACH-000906,Ovary/Fallopian Tube,WT_no_MBD4_record,Olaparib,False,False,0.538527,0.971049,1
ACH-000568,Breast,WT_no_MBD4_record,Olaparib,False,False,0.541954,0.96145,1
ACH-000865,Esophagus/Stomach,WT_no_MBD4_record,Olaparib,False,False,0.542394,0.967646,1
ACH-000433,Kidney,WT_no_MBD4_record,Olaparib,False,False,0.551649,0.941271,1
ACH-000804,Peripheral Nervous System,WT_no_MBD4_record,Olaparib,False,False,0.559327,0.966476,1
ACH-000142,Bladder/Urinary Tract,WT_no_MBD4_record,Olaparib,False,False,0.579426,0.980855,1
ACH-000894,Lung,WT_no_MBD4_record,Olaparib,False,True,0.58697,0.959288,1
ACH-000580,Skin,WT_no_MBD4_record,Olaparib,False,False,0.587511,0.972552,1
ACH-000192,Uterus,WT_no_MBD4_record,Olaparib,False,False,0.587764,0.959083,1
ACH-000652,Pancreas,WT_no_MBD4_record,Olaparib,False,False,0.602016,0.951634,1
ACH-000250,Kidney,WT_no_MBD4_record,Olaparib,False,False,0.617658,0.969273,1
ACH-000335,Pleura,WT_no_MBD4_record,Olaparib,False,False,0.630832,0.975462,1
ACH-001190,Skin,WT_no_MBD4_record,Olaparib,False,False,0.631776,0.986338,1
ACH-000427,Esophagus/Stomach,WT_no_MBD4_record,Olaparib,False,False,0.633532,0.942992,1
ACH-000493,Liver,WT_no_MBD4_record,Olaparib,False,False,0.637718,0.964754,1
ACH-000822,Skin,WT_no_MBD4_record,Olaparib,False,False,0.638944,0.959991,1
ACH-000238,Head and Neck,WT_no_MBD4_record,Olaparib,False,False,0.639535,0.971176,1
ACH-000716,Thyroid,WT_no_MBD4_record,Olaparib,False,False,0.646563,0.93603,1
ACH-000574,Ovary/Fallopian Tube,WT_no_MBD4_record,Olaparib,False,False,0.648643,0.951913,1
ACH-000605,Esophagus/Stomach,WT_no_MBD4_record,Olaparib,False,False,0.649731,0.96237,1
ACH-000441,Skin,WT_no_MBD4_record,Olaparib,False,False,0.651499,0.967771,1
ACH-000680,Bowel,WT_no_MBD4_record,Olaparib,False,False,0.657948,0.968962,1
ACH-000776,CNS/Brain,WT_no_MBD4_record,Olaparib,False,True,0.661888,0.970043,1
ACH-000784,Esophagus/Stomach,WT_no_MBD4_record,Olaparib,False,False,0.667578,0.961655,1
ACH-000840,Lung,WT_no_MBD4_record,Olaparib,False,False,0.674441,0.962551,1
ACH-001227,Head and Neck,WT_no_MBD4_record,Olaparib,False,False,0.679819,0.961278,1
ACH-000979,Prostate,WT_no_MBD4_record,Olaparib,False,False,0.680867,0.969308,1
ACH-000986,Bowel,WT_no_MBD4_record,Olaparib,False,False,0.685499,0.985076,1
ACH-000945,Lung,WT_no_MBD4_record,Olaparib,False,False,0.687181,0.984996,1
ACH-000544,Esophagus/Stomach,WT_no_MBD4_record,Olaparib,False,False,0.690272,0.969909,1
ACH-000470,Bowel,WT_no_MBD4_record,Olaparib,False,False,0.690402,0.972654,1
ACH-000766,Lung,WT_no_MBD4_record,Olaparib,False,False,0.699289,0.972641,1
ACH-000848,Liver,WT_no_MBD4_record,Olaparib,False,False,0.714492,0.961481,1
ACH-000505,Soft Tissue,WT_no_MBD4_record,Olaparib,False,False,0.718062,0.961261,1
ACH-000381,Bowel,WT_no_MBD4_record,Olaparib,False,False,0.722924,0.978239,1
ACH-000035,Lung,WT_no_MBD4_record,Olaparib,False,False,0.737607,0.948349,1
ACH-000108,Pancreas,WT_no_MBD4_record,Olaparib,False,False,0.73928,0.982482,1
ACH-000570,CNS/Brain,WT_no_MBD4_record,Olaparib,False,False,0.743312,0.976176,1
ACH-000330,Breast,WT_no_MBD4_record,Olaparib,False,False,0.743323,0.970342,1
ACH-000281,Pancreas,WT_no_MBD4_record,Olaparib,False,False,0.750871,0.965279,1
ACH-000337,Lung,WT_no_MBD4_record,Olaparib,False,False,0.752353,0.967025,1
ACH-000853,Lung,WT_no_MBD4_record,Olaparib,True,False,0.762882,0.976831,1
ACH-000291,Ovary/Fallopian Tube,WT_no_MBD4_record,Olaparib,False,False,0.763957,0.945488,1
ACH-000819,CNS/Brain,WT_no_MBD4_record,Olaparib,False,False,0.779908,0.982182,1
ACH-000114,Pancreas,WT_no_MBD4_record,Olaparib,False,False,0.783035,0.956016,1
ACH-000548,Head and Neck,WT_no_MBD4_record,Olaparib,False,False,0.785703,0.974754,1
ACH-000614,Skin,WT_no_MBD4_record,Olaparib,False,False,0.794669,0.980591,1
ACH-000881,Skin,WT_no_MBD4_record,Olaparib,False,False,0.806384,0.980955,1
ACH-001578,Testis,WT_no_MBD4_record,Olaparib,False,False,0.809972,0.985458,1
ACH-000573,Breast,WT_no_MBD4_record,Olaparib,False,False,0.820644,0.969781,1
ACH-000315,Lymphoid,WT_no_MBD4_record,Olaparib,True,False,0.828857,0.985019,1
ACH-000374,Breast,WT_no_MBD4_record,Olaparib,False,False,0.832488,0.970266,1
ACH-000019,Breast,WT_no_MBD4_record,Olaparib,False,False,0.851973,0.966883,1
ACH-000522,Bladder/Urinary Tract,WT_no_MBD4_record,Olaparib,False,False,0.85378,0.981628,1
ACH-000810,Skin,WT_no_MBD4_record,Olaparib,False,False,0.863095,0.979297,1
ACH-000724,Bladder/Urinary Tract,WT_no_MBD4_record,Olaparib,False,False,0.8669,0.967692,1
ACH-000356,Esophagus/Stomach,WT_no_MBD4_record,Olaparib,False,False,0.86931,0.964365,1
ACH-000090,Prostate,WT_no_MBD4_record,Olaparib,False,False,0.873311,0.959818,1
ACH-000589,Lung,WT_no_MBD4_record,Olaparib,False,False,0.873506,0.982716,1
ACH-000247,Esophagus/Stomach,WT_no_MBD4_record,Olaparib,False,True,0.878924,0.962043,1
ACH-000929,Lung,WT_no_MBD4_record,Olaparib,False,False,0.886793,0.988234,1
ACH-000647,Esophagus/Stomach,WT_no_MBD4_record,Olaparib,False,False,0.88779,0.968487,1
ACH-000395,Lung,WT_no_MBD4_record,Olaparib,False,False,0.892417,0.970578,1
ACH-000351,Esophagus/Stomach,WT_no_MBD4_record,Olaparib,False,False,0.89317,0.965256,1
ACH-000915,Skin,WT_no_MBD4_record,Olaparib,False,False,0.931133,0.983418,1
ACH-000627,Lung,WT_no_MBD4_record,Olaparib,False,False,0.949016,0.973377,1
ACH-000678,Esophagus/Stomach,WT_no_MBD4_record,Olaparib,False,False,0.975346,0.961764,1
ACH-000298,Lung,WT_no_MBD4_record,Olaparib,False,False,0.981334,0.990326,1
