ModelID,OncotreeLineage,mbd4_status,rnf_low_parp_high_expr_proxy,rnf_low_parp_high_proxy,parp_mean_z,parp_median_z,parp_mean_auc,parp_n
ACH-000781,Lung,WT_no_MBD4_record,False,False,0.2775642,0.48211,0.9258692,5
ACH-000570,CNS/Brain,WT_no_MBD4_record,False,False,0.2791378,0.312357,0.9474442,5
ACH-001704,Skin,WT_no_MBD4_record,False,False,0.282589,0.102385,0.9402469999999999,5
ACH-000437,CNS/Brain,WT_no_MBD4_record,False,False,0.2832382,0.189613,0.9403347999999999,5
ACH-000001,Ovary/Fallopian Tube,WT_no_MBD4_record,False,False,0.2835604,0.354945,0.9672955999999999,5
ACH-000116,Ovary/Fallopian Tube,WT_no_MBD4_record,False,False,0.2905054,0.130977,0.9464876,5
ACH-000621,Breast,WT_no_MBD4_record,False,False,0.2931114,0.166166,0.973047,5
ACH-000819,CNS/Brain,WT_no_MBD4_record,False,False,0.2932968,0.2882,0.9689346000000001,5
ACH-001578,Testis,WT_no_MBD4_record,False,False,0.295362,0.430547,0.976831,4
ACH-000473,Bladder/Urinary Tract,WT_no_MBD4_record,False,False,0.296173,0.326803,0.9693004000000001,5
ACH-000857,Breast,WT_no_MBD4_record,False,False,0.29669080000000003,0.299865,0.970413,5
ACH-001336,Cervix,WT_no_MBD4_record,False,False,0.29976820000000004,0.187883,0.9636184,5
ACH-000858,Lung,WT_no_MBD4_record,False,False,0.3029506,0.126056,0.9699438,5
ACH-000906,Ovary/Fallopian Tube,WT_no_MBD4_record,False,False,0.30355959999999993,0.533627,0.9478730000000001,5
ACH-000554,Breast,WT_no_MBD4_record,False,False,0.3043164,0.689262,0.970505,5
ACH-000196,Breast,WT_no_MBD4_record,False,True,0.3043376,0.294072,0.9333382,5
ACH-000681,Lung,WT_no_MBD4_record,False,False,0.3043902,0.03878,0.944196,5
ACH-000810,Skin,WT_no_MBD4_record,False,False,0.3100212,0.29781,0.9587866,5
ACH-002170,Lung,WT_no_MBD4_record,False,False,0.31160424999999997,0.340719,0.98920925,4
ACH-000516,Bone,WT_no_MBD4_record,False,False,0.31218899999999994,0.363219,0.967337,5
ACH-000940,Uterus,WT_no_MBD4_record,False,False,0.31736960000000003,0.366638,0.979344,5
ACH-000169,Soft Tissue,WT_no_MBD4_record,False,False,0.3174936,0.073753,0.9618874,5
ACH-000620,Liver,WT_no_MBD4_record,False,False,0.31993360000000004,0.15322,0.9586096,5
ACH-000304,Skin,WT_no_MBD4_record,False,False,0.32192800000000005,0.492941,0.9448234,5
ACH-002283,Peripheral Nervous System,WT_no_MBD4_record,False,False,0.32213640000000004,0.356815,0.9210018,5
ACH-000155,Pancreas,WT_no_MBD4_record,False,False,0.32503,0.339243,0.96205125,4
ACH-000804,Peripheral Nervous System,WT_no_MBD4_record,False,False,0.328939,0.351341,0.9636635,4
ACH-000595,CNS/Brain,WT_no_MBD4_record,False,False,0.3329364,0.283965,0.9624140000000001,5
ACH-000438,Lung,WT_no_MBD4_record,False,True,0.33591519999999997,0.344528,0.9338836,5
ACH-000427,Esophagus/Stomach,WT_no_MBD4_record,False,False,0.337343,0.420149,0.9159393333333333,3
ACH-000776,CNS/Brain,WT_no_MBD4_record,False,True,0.33738999999999997,0.335583,0.9581478000000001,5
ACH-000383,Esophagus/Stomach,WT_no_MBD4_record,False,False,0.339269,0.521331,0.9339024,5
ACH-000665,Lung,WT_no_MBD4_record,False,False,0.3463664,0.218618,0.9581631999999999,5
ACH-000997,Bowel,WT_no_MBD4_record,False,False,0.34915979999999996,0.458966,0.9569652,5
ACH-000250,Kidney,WT_no_MBD4_record,False,False,0.35363920000000004,0.432887,0.9621869999999999,5
ACH-000655,CNS/Brain,WT_no_MBD4_record,False,False,0.356593,0.20566,0.9577888,5
ACH-000748,Bone,WT_no_MBD4_record,False,False,0.35894950000000003,0.32390149999999995,0.946976,4
ACH-000596,Lung,WT_no_MBD4_record,False,False,0.3614496,0.218631,0.979209,5
ACH-000924,Lung,WT_no_MBD4_record,False,False,0.3691782,0.391733,0.9705622,5
ACH-000945,Lung,WT_no_MBD4_record,False,False,0.37198600000000004,0.286861,0.9756218000000001,5
ACH-000835,Soft Tissue,WT_no_MBD4_record,False,False,0.3744262,0.468045,0.9622526,5
ACH-000527,Ovary/Fallopian Tube,WT_no_MBD4_record,False,False,0.37674719999999995,0.417591,0.9622838,5
ACH-000950,Bowel,WT_no_MBD4_record,False,False,0.37887,0.466759,0.9496743999999999,5
ACH-000277,Breast,WT_no_MBD4_record,False,False,0.37949720000000003,0.338485,0.9826229999999999,5
ACH-000587,Lung,WT_no_MBD4_record,False,False,0.3819976,0.312945,0.9548278,5
ACH-000738,CNS/Brain,WT_no_MBD4_record,False,False,0.385368,0.503922,0.9035306000000001,5
ACH-000335,Pleura,WT_no_MBD4_record,False,False,0.3938756,0.611697,0.9598406,5
ACH-000188,Head and Neck,WT_no_MBD4_record,False,False,0.3951422,0.484206,0.9777891999999999,5
ACH-000410,Bone,WT_no_MBD4_record,False,False,0.3973964,0.464273,0.9694113999999999,5
ACH-000108,Pancreas,WT_no_MBD4_record,False,False,0.4042014,0.733883,0.977943,5
ACH-000711,Breast,WT_no_MBD4_record,False,False,0.41237019999999996,0.28627,0.97957,5
ACH-000201,Kidney,WT_no_MBD4_record,False,False,0.4125114,0.311929,0.945269,5
ACH-000601,Pancreas,WT_no_MBD4_record,False,False,0.41253519999999994,0.247363,0.9752366,5
ACH-000614,Skin,WT_no_MBD4_record,False,False,0.4171506,0.523883,0.9728512,5
ACH-000243,Pancreas,WT_no_MBD4_record,False,False,0.4181445999999999,0.514022,0.9701214,5
ACH-000040,CNS/Brain,WT_no_MBD4_record,False,False,0.4205084,0.360305,0.9238996,5
ACH-000680,Bowel,WT_no_MBD4_record,False,False,0.42878239999999995,0.480834,0.9603206,5
ACH-000848,Liver,WT_no_MBD4_record,False,False,0.42902579999999996,0.171641,0.9564104,5
ACH-000204,Lymphoid,WT_no_MBD4_record,False,False,0.437878,0.76464,0.9777321999999999,5
ACH-000456,Thyroid,WT_no_MBD4_record,False,False,0.4403962,0.219463,0.952475,5
ACH-000930,Breast,WT_no_MBD4_record,False,False,0.4407052,0.508672,0.9692132000000001,5
ACH-000547,Bladder/Urinary Tract,WT_no_MBD4_record,False,False,0.44720899999999997,0.531654,0.9574847999999999,5
ACH-000478,Liver,WT_no_MBD4_record,False,False,0.448449,0.478156,0.9473459999999999,5
ACH-000144,Esophagus/Stomach,WT_no_MBD4_record,False,False,0.4543368,0.437289,0.9683744000000001,5
ACH-000822,Skin,WT_no_MBD4_record,False,False,0.4605068,0.400412,0.9575587999999999,5
ACH-000476,Liver,WT_no_MBD4_record,False,False,0.4620838,0.539159,0.9512128000000001,5
ACH-000319,Pleura,WT_no_MBD4_record,False,False,0.4661626,0.419398,0.971395,5
ACH-000356,Esophagus/Stomach,WT_no_MBD4_record,False,False,0.46729640000000006,0.502311,0.9515084,5
ACH-000515,Lung,WT_no_MBD4_record,False,False,0.4681126,0.438213,0.9845838,5
ACH-000381,Bowel,WT_no_MBD4_record,False,False,0.4706198,0.667325,0.9635634,5
ACH-000493,Liver,WT_no_MBD4_record,False,False,0.48243659999999994,0.637718,0.95268,5
ACH-000148,Breast,WT_no_MBD4_record,False,False,0.48399179999999997,0.508971,0.9660724,5
ACH-000023,Pancreas,WT_no_MBD4_record,False,False,0.489194,0.571252,0.9738327999999999,5
ACH-000292,Lung,WT_no_MBD4_record,False,False,0.49468639999999997,0.402705,0.9728038,5
ACH-000012,Lung,WT_no_MBD4_record,False,False,0.49470480000000006,0.84168,0.9433676,5
ACH-000915,Skin,WT_no_MBD4_record,False,False,0.49655260000000007,0.564376,0.9682206000000001,5
ACH-000752,Lung,WT_no_MBD4_record,False,True,0.49678680000000003,0.798939,0.9807076,5
ACH-000147,Breast,WT_no_MBD4_record,False,True,0.5046986,0.496667,0.9730724000000001,5
ACH-000433,Kidney,WT_no_MBD4_record,False,False,0.5062842,0.551649,0.9217306000000001,5
ACH-001398,Kidney,WT_no_MBD4_record,False,False,0.5109503999999999,0.360936,0.9585402000000001,5
ACH-000878,Lung,WT_no_MBD4_record,False,False,0.5133295999999999,0.392107,0.9663764,5
ACH-000470,Bowel,WT_no_MBD4_record,False,False,0.5222782,0.3998,0.9663640000000001,5
ACH-000030,Lung,WT_no_MBD4_record,False,True,0.5239558,0.208872,0.9553684,5
ACH-000231,CNS/Brain,WT_no_MBD4_record,False,False,0.5267818,0.377232,0.9630029999999999,5
ACH-001190,Skin,WT_no_MBD4_record,False,False,0.53328,0.631776,0.9874892,5
ACH-000360,Bowel,WT_no_MBD4_record,False,False,0.5359238000000001,0.560181,0.9523422,5
ACH-000633,Esophagus/Stomach,WT_no_MBD4_record,False,True,0.5406369999999999,0.48779399999999995,0.93382175,4
ACH-000968,Skin,WT_no_MBD4_record,False,False,0.543257,0.718043,0.9754685999999999,5
ACH-000450,Skin,WT_no_MBD4_record,False,False,0.5448114000000001,0.375447,0.9717796,5
ACH-000408,Esophagus/Stomach,WT_no_MBD4_record,False,True,0.5496475999999999,0.431419,0.962877,5
ACH-000881,Skin,WT_no_MBD4_record,False,False,0.5498952000000001,0.724597,0.9761506000000001,5
ACH-001641,Head and Neck,WT_no_MBD4_record,True,False,0.5524848,0.417535,0.9610554,5
ACH-000867,Lung,WT_no_MBD4_record,False,False,0.5555436,0.422643,0.977908,5
ACH-001307,Thyroid,WT_no_MBD4_record,False,False,0.5634707999999999,0.62399,0.9517026,5
ACH-000192,Uterus,WT_no_MBD4_record,False,False,0.5704686,0.587764,0.9579888000000001,5
ACH-000117,Breast,WT_no_MBD4_record,False,False,0.5730071999999999,0.476279,0.9688724000000001,5
ACH-000521,Lung,WT_no_MBD4_record,False,False,0.5765309999999999,0.585198,0.9572988,5
ACH-000421,Bowel,WT_no_MBD4_record,False,False,0.5791662,0.555904,0.9660922,5
ACH-000662,Lung,WT_no_MBD4_record,False,False,0.5845924,0.473662,0.9523702000000001,5
ACH-000337,Lung,WT_no_MBD4_record,False,False,0.5886166,0.752353,0.963468,5
ACH-000139,Pancreas,WT_no_MBD4_record,False,False,0.5948052500000001,0.652235,0.969944,4
ACH-000091,Ovary/Fallopian Tube,WT_no_MBD4_record,False,False,0.597164,0.472216,0.9710357999999999,5
ACH-000720,Bladder/Urinary Tract,WT_no_MBD4_record,False,False,0.5982912,0.600726,0.95773,5
ACH-000580,Skin,WT_no_MBD4_record,False,False,0.6023742000000001,0.587511,0.9598317999999999,5
ACH-000976,Biliary Tract,WT_no_MBD4_record,False,False,0.6049062,0.456105,0.9537756,5
ACH-001344,Peripheral Nervous System,WT_no_MBD4_record,False,False,0.6215944,0.712165,0.9525764000000001,5
ACH-000628,Lung,WT_no_MBD4_record,False,False,0.6227016000000001,0.884054,0.9610774,5
ACH-000684,Kidney,WT_no_MBD4_record,False,False,0.6355155,0.671497,0.96767425,4
ACH-000544,Esophagus/Stomach,WT_no_MBD4_record,False,False,0.6525696,0.690272,0.9722502000000001,5
ACH-000298,Lung,WT_no_MBD4_record,False,False,0.6614732,0.66503,0.9847854,5
ACH-000652,Pancreas,WT_no_MBD4_record,False,False,0.6656124,0.602016,0.9312556000000001,5
ACH-000510,Lung,WT_no_MBD4_record,False,False,0.6703034000000001,0.599898,0.9657892,5
ACH-000548,Head and Neck,WT_no_MBD4_record,False,False,0.6729764,0.768316,0.9710304000000001,5
ACH-000861,Lung,WT_no_MBD4_record,False,False,0.6749186,1.03469,0.9398723999999999,5
ACH-000573,Breast,WT_no_MBD4_record,False,False,0.6752922,0.515415,0.9644360000000001,5
ACH-000585,Lung,WT_no_MBD4_record,False,False,0.6832516,0.607116,0.9678142,5
ACH-000232,CNS/Brain,WT_no_MBD4_record,False,False,0.686775,0.646712,0.9701869999999999,5
ACH-000865,Esophagus/Stomach,WT_no_MBD4_record,False,False,0.6868144,0.686649,0.9722408,5
ACH-000238,Head and Neck,WT_no_MBD4_record,False,False,0.6911598,0.70453,0.9744122000000001,5
ACH-000330,Breast,WT_no_MBD4_record,False,False,0.7026014,0.743323,0.9684190000000001,5
ACH-000264,Lung,WT_no_MBD4_record,False,False,0.707679,0.548824,0.9497859999999999,5
ACH-000617,Ovary/Fallopian Tube,WT_no_MBD4_record,False,False,0.7088584,0.660274,0.9710596,5
ACH-000616,Esophagus/Stomach,WT_no_MBD4_record,False,False,0.7089027999999999,0.655272,0.9524584,5
ACH-000579,Skin,WT_no_MBD4_record,False,False,0.713533,0.425393,0.9636764,5
ACH-000979,Prostate,WT_no_MBD4_record,False,False,0.7137119999999999,0.680867,0.9632618000000001,5
ACH-000627,Lung,WT_no_MBD4_record,False,False,0.7311488,0.764391,0.9709728,5
ACH-000826,Lung,WT_no_MBD4_record,False,False,0.7341498,0.767469,0.9806712,5
ACH-000054,Soft Tissue,WT_no_MBD4_record,False,False,0.7410715999999999,0.909463,0.9594978000000001,5
ACH-000532,Bowel,WT_no_MBD4_record,False,False,0.7519262,0.704423,0.977496,5
ACH-000364,Bone,WT_no_MBD4_record,False,False,0.7526306,0.89093,0.9797506,5
ACH-000663,Ovary/Fallopian Tube,WT_no_MBD4_record,False,False,0.7529838,0.642272,0.9638004,5
ACH-000651,Bowel,WT_no_MBD4_record,False,False,0.7685676,0.489331,0.932588,5
ACH-000276,Breast,WT_no_MBD4_record,False,False,0.7724736,0.413915,0.9659376,5
ACH-000605,Esophagus/Stomach,WT_no_MBD4_record,False,False,0.7750586,0.649731,0.9684336,5
ACH-001350,Thyroid,WT_no_MBD4_record,False,False,0.7765008,0.758635,0.973334,5
ACH-000730,Skin,WT_no_MBD4_record,False,False,0.7880682,0.6269,0.9698726000000001,5
ACH-000853,Lung,WT_no_MBD4_record,True,False,0.7920716000000001,0.939204,0.9797740000000001,5
ACH-000244,CNS/Brain,WT_no_MBD4_record,False,False,0.8023527999999999,0.705719,0.9611136,5
ACH-000082,Bone,WT_no_MBD4_record,False,False,0.8031036,0.778646,0.9655292,5
ACH-000647,Esophagus/Stomach,WT_no_MBD4_record,False,False,0.8035664,0.88779,0.9570272,5
ACH-000019,Breast,WT_no_MBD4_record,False,False,0.8067196000000001,0.851973,0.9655381999999999,5
ACH-000475,Liver,WT_no_MBD4_record,False,False,0.8141376000000001,0.998847,0.9658428000000001,5
ACH-000374,Breast,WT_no_MBD4_record,False,False,0.8148478000000001,0.832488,0.9664102,5
ACH-000417,Pancreas,WT_no_MBD4_record,False,False,0.8333376000000001,0.986354,0.964053,5
ACH-001519,Bone,WT_no_MBD4_record,False,False,0.840973,1.104613,0.9422406000000001,5
ACH-000811,Ovary/Fallopian Tube,WT_no_MBD4_record,False,False,0.8451046,0.689988,0.934075,5
ACH-000724,Bladder/Urinary Tract,WT_no_MBD4_record,False,False,0.8471304,0.8669,0.9702824,5
ACH-000841,Lung,WT_no_MBD4_record,False,False,0.8487918000000001,0.722495,0.9559443999999999,5
ACH-001227,Head and Neck,WT_no_MBD4_record,False,False,0.8506234000000001,1.095383,0.9562716,5
ACH-000249,Bowel,WT_no_MBD4_record,False,False,0.855247,0.488436,0.931961,5
ACH-000153,Pleura,WT_no_MBD4_record,False,False,0.8599244,0.848456,0.9666884,5
ACH-000793,Esophagus/Stomach,WT_no_MBD4_record,False,False,0.868125,1.199714,0.9485298,5
ACH-000464,CNS/Brain,WT_no_MBD4_record,False,False,0.8836030000000001,1.055032,0.9595058,5
ACH-000784,Esophagus/Stomach,WT_no_MBD4_record,False,False,0.8872222000000001,0.877534,0.9667923999999999,5
ACH-000420,Liver,WT_no_MBD4_record,False,True,0.9046694000000001,0.825061,0.9453850000000001,5
ACH-000288,Breast,WT_no_MBD4_record,False,False,0.9189128,1.01728,0.9585112,5
ACH-000018,Bladder/Urinary Tract,WT_no_MBD4_record,False,False,0.9255462,0.897557,0.9771257999999999,5
ACH-000622,CNS/Brain,WT_no_MBD4_record,True,False,0.9418298,0.998175,0.9637703999999999,5
ACH-000061,Lymphoid,WT_no_MBD4_record,True,False,0.9463436000000002,0.954099,0.9836582,5
ACH-000644,Skin,WT_no_MBD4_record,False,False,0.9638844000000001,0.673862,0.9237422000000001,5
ACH-000894,Lung,WT_no_MBD4_record,False,True,0.9673926666666667,0.830972,0.9634656666666667,3
ACH-000159,Kidney,WT_no_MBD4_record,False,False,0.9727134,1.007677,0.9701138,5
ACH-000090,Prostate,WT_no_MBD4_record,False,False,0.9752903999999999,1.093803,0.9579422,5
ACH-000528,Lung,WT_no_MBD4_record,False,False,0.976081,1.008668,0.9756195999999999,5
ACH-001306,Thyroid,WT_no_MBD4_record,False,False,0.9891338,1.314591,0.9617918,5
ACH-000351,Esophagus/Stomach,WT_no_MBD4_record,False,False,0.9981405999999999,0.89317,0.9702515999999999,5
ACH-000505,Soft Tissue,WT_no_MBD4_record,False,False,1.0015176000000001,1.241809,0.9701568,5
ACH-000840,Lung,WT_no_MBD4_record,False,False,1.0021176,1.147051,0.9582577999999999,5
ACH-000927,Breast,WT_no_MBD4_record,False,False,1.0047936,1.230848,0.9658116,5
ACH-000332,Pancreas,WT_no_MBD4_record,False,False,1.0092734,1.000575,0.9514596000000001,5
ACH-000403,Bowel,WT_no_MBD4_record,False,False,1.0139586,1.101361,0.9429892000000001,5
ACH-000666,Lung,WT_no_MBD4_record,False,False,1.0452368,1.120025,0.9571783999999999,5
ACH-000574,Ovary/Fallopian Tube,WT_no_MBD4_record,False,False,1.05201825,1.1403729999999999,0.9634595,4
ACH-000524,Ovary/Fallopian Tube,WT_no_MBD4_record,False,True,1.0696384,1.021504,0.968651,5
ACH-000021,Lung,WT_no_MBD4_record,False,False,1.0815742,0.980105,0.935109,5
ACH-000042,Pancreas,WT_no_MBD4_record,False,False,1.0867212,0.856139,0.9488974000000001,5
ACH-000599,Pancreas,WT_no_MBD4_record,False,False,1.0927364000000002,0.817473,0.9464664,5
ACH-000716,Thyroid,WT_no_MBD4_record,False,False,1.1110486,0.646563,0.9271884,5
ACH-000514,Lung,WT_no_MBD4_record,False,True,1.1162562,1.026099,0.9793108,5
ACH-000890,Lung,WT_no_MBD4_record,False,False,1.1176142,1.186866,0.9426678,5
ACH-000637,Esophagus/Stomach,WT_no_MBD4_record,False,False,1.1235138,1.299084,0.9528833999999999,5
ACH-000223,Breast,WT_no_MBD4_record,False,False,1.1340692,1.2626,0.9744802,5
ACH-000678,Esophagus/Stomach,WT_no_MBD4_record,False,False,1.1677946000000001,1.083978,0.9662904000000001,5
ACH-000281,Pancreas,WT_no_MBD4_record,False,False,1.1761256,1.041424,0.9736024000000001,5
ACH-000189,Kidney,WT_no_MBD4_record,False,False,1.1783519999999998,1.526716,0.9382618,5
ACH-000869,Lung,WT_no_MBD4_record,False,False,1.1907626,1.511952,0.962248,5
ACH-000118,Pancreas,WT_no_MBD4_record,False,False,1.2054234,1.298978,0.9546286,5
ACH-000291,Ovary/Fallopian Tube,WT_no_MBD4_record,False,False,1.226414,1.163663,0.9516586,5
ACH-000809,Esophagus/Stomach,WT_no_MBD4_record,False,False,1.2512968,1.250062,0.9614269999999999,5
ACH-000448,Lung,WT_no_MBD4_record,False,True,1.2986347999999999,1.215843,0.9533976000000001,5
ACH-000552,Bowel,WT_no_MBD4_record,False,False,1.3050222,1.226256,0.9790512,5
ACH-000217,Liver,WT_no_MBD4_record,False,False,1.3138644,1.405692,0.968589,5
ACH-000293,Uterus,WT_no_MBD4_record,False,True,1.3405293999999999,1.353345,0.9492742,5
ACH-000347,Pancreas,WT_no_MBD4_record,False,False,1.3552232,1.51484,0.9702522,5
ACH-000114,Pancreas,WT_no_MBD4_record,False,False,1.3804282,1.396357,0.9711926,5
ACH-001151,Ovary/Fallopian Tube,WT_no_MBD4_record,False,False,1.3907014,1.365888,0.9571884,5
ACH-000352,Breast,WT_no_MBD4_record,False,False,1.3911294,1.26707,0.9686496,5
ACH-000270,Pancreas,WT_no_MBD4_record,False,False,1.405317,1.613364,0.956469,5
ACH-000035,Lung,WT_no_MBD4_record,False,False,1.4149026,1.720884,0.9606292,5
ACH-000674,Esophagus/Stomach,WT_no_MBD4_record,False,False,1.4383877999999999,1.642918,0.9564688,5
ACH-000009,Bowel,WT_no_MBD4_record,False,False,1.4417392,1.384309,0.9639066,5
ACH-000212,Breast,WT_no_MBD4_record,False,True,1.5227182,1.81069,0.9477055999999999,5
ACH-000759,Breast,WT_no_MBD4_record,False,True,1.57232175,1.8358165,0.9395315,4
ACH-000706,Lung,WT_no_MBD4_record,False,False,1.5760812,1.561141,0.958126,5
ACH-000484,Kidney,WT_no_MBD4_record,False,False,1.596495,1.604111,0.970337,5
ACH-000559,Lung,WT_no_MBD4_record,False,False,1.6204357999999999,1.659499,0.9788257999999999,5
ACH-000648,Pleura,WT_no_MBD4_record,False,False,1.6943552,1.348102,0.9408074,5
ACH-000308,Ovary/Fallopian Tube,WT_no_MBD4_record,False,False,1.7437112,1.685159,0.9487422000000001,5
ACH-000060,Pancreas,WT_no_MBD4_record,False,False,1.8489200000000001,1.748036,0.9461746,5
ACH-000367,Pleura,WT_no_MBD4_record,False,False,1.8926912000000002,1.86828,0.9543512,5
ACH-000888,Lung,WT_no_MBD4_record,False,False,1.9290517999999999,1.850575,0.9684519999999999,5
ACH-000350,Bowel,WT_no_MBD4_record,False,False,2.015412,1.902727,0.9532513999999999,5
ACH-000718,Lung,WT_no_MBD4_record,False,False,2.0164228,1.8679,0.9623989999999999,5
ACH-000235,Pancreas,WT_no_MBD4_record,False,False,2.0965565,2.0771895000000002,0.9369465,4
ACH-000200,CNS/Brain,WT_no_MBD4_record,False,False,2.1086228,2.010752,0.9297091999999999,5
ACH-000818,Breast,WT_no_MBD4_record,False,True,2.1474555,2.3681825,0.95742425,4
ACH-000222,Pancreas,WT_no_MBD4_record,False,False,2.5473504,2.606685,0.9522894000000001,5
ACH-000719,Ovary/Fallopian Tube,WT_no_MBD4_record,False,False,2.5505005,2.4196,0.96041525,4
ACH-001338,Peripheral Nervous System,nonLOF_mut,False,False,-1.5209153333333336,-1.508016,0.749355,3
ACH-000988,Uterus,nonLOF_mut,False,False,0.05250619999999999,0.161206,0.959386,5
